author,stars,comment
"f*****l",5,"Texture:good Skin Type:good  the only way to get a better picture is by using a camera lens and using the lens to capture the image of the"
"n*****r",5,"Absorption:8/10 Skin Suitability:normal-dry  Good value of money and good quality of product. Previously pakai gel thick texture..ni try lain pula. Shud be okay since same ingredients used"
"farhaqistina",5,"Barang saya sampai dengan selamat. Selalu dok beli dalam live harga murah dan berkualiti recommended 👍🏻"
"e*****3",5,"Absorption:Good  Improve skin hydration, softness and healthy glow. Good product at an affordable price."
"d*****l",5,"Absorption:fast Skin Suitability:combination  banyak kali dah repeat pakai this moisturizer, best gila sebelum ni breakout then try this one and menjadi , jerawat susah nak naik and even naik pun cepat kecut"
"chuiwan92",5,"Nice packaging and fast delivery,good product,will buy for second time,hope its last long,god bless,hahaha wooohoooo"
"v*****i",5,"Absorption:good Skin Suitability:good  Well packed and fast delivery. The item is in good condition thank you so much"
"a*****m",5,"Absorption:light, fast to absorb Skin Suitability:suits with all skin  Worth buying during promotions. Received in good condition"
"b*****y",5,"ok la ok la ok la ok la puas hati. fast shipping. thank you. welcome."
"n*****e",5,"Absorption:meresap ke dalam kulit  sampai dalam keadaan baik dan selamat tiada sebarang kerosakan pembungkusan pun ok.. Terima kasih 🥰"
"a*****4",5,"Absorption:excellence  Arrive in 1 day. Redness reduce. Repair skin barrier."
"t*****7",5,"Skin Suitability:oil skin Absorption:good  Light texture r more lighter than normal version, better to absorb into oily skin"
"s*****6",5,"Barang bagus dan murah, dah 3 kali repeat, sesuai denga kulit x naik jerawat"
"awaniscute07",5,"best sangat bila pakai , rasa smooth jee muka , nanti nak repeat yang botol besar pulak , beli time sale lagi murah"
"j*****i",5,"Sukeeeeee besar lambat sikit habis. the best moisturizer for my combination skin ❤️❤️❤️"
"s*****6",5,"Absorption:Terpaling baik Skin Suitability:Terpaling sesuai  Lps buat dermapen, mmg perlukan moisturiser.. Yg ni penyerapan dia mmg bgs gila.. nmpk moist betul muka"
"z*****n",5,"Very fast delivery and received in excellent condition 👍🏻"
"81zura",5,"Skin Suitability:Oily skin  Brg sampai dlm keadaan baik.. Dh byk kali oder.. Serasi dan sesuai dgn kulit muka.. Tq seller 😊"
"claratatata",5,"Absorption:great  very good moisturiser. i've been pairing it with tretinoin and has not make my skin burn"
"hooisoo2109",5,"Pack nicely and received safely."
"c29fqh3aui",5,"fast delivery received in good condition"
"c*****n",5,"Absorption:fast  Suit with my skin. Very2 light.2nd bottle"
"izumimiyaizumimiya",5,"Absorption:tidak memberi iritasi pada kulit berminyak Skin Suitability:bagus  Saya sudah guna produk ni selama 1 minggu dan sangat puas hati dengan hasilnya. Dari segi skin suitability, ia memang sesuai untuk kulit berminyak macam saya. Teksturnya ringan dan cepat meresap tanpa rasa melekit. Lepas guna, kulit rasa lebih segar dan kurang kusam. Paling best, pori-pori nampak lebih kecil dan kurang tersumbat. Tak ada iritasi langsung walaupun saya pakai setiap hari. Memang saya akan beli lagi!"
"s*****1",5,"Good product, trusted seller. Second time purchase this product"
"alikue",5,"barang sampai dalam keadaan baik"
"lyanayusoff",5,"Skin Suitability:good Absorption:good  So far nie moisturiser paling best skali. Tak berminyak dan melekit. Sangat membantu untuk jenis kulit keling yang merekah."
"zahralan",5,"Skin Suitability:good Absorption:good  Received fast with bubble wrap for the protection of the product"
"abby970917",5,"fast delivery and nice packaging with good price👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻good"
"madjaischeyem",5,"Barang telah diterima dengan bungkusan yang kemas Dan kualiti baik"
"zzagoods",5,"Skin Suitability:good one Absorption:very good  Fast delivery. Good product."
"reese.lim",5,"Absorption:Good Skin Suitability:Yes  Suitable skin. After use feel my skin very smooth. Gel type"
"h*****y",5,"Well packaged and fast delivery and satisfied with the products."
"s*****n",5,"Elok je bungkusan sampai. Selalu beli yang dalam bekas kali ni kita beli yang botol tengok berapa lama boleh jimat ☺️. Yang betul harga berbaloi dari beli kat luar. Jimat habis 🫰🏻"
"m*****6",5,"Received by today, good quality of products and fast delivery."
"azfazrul",5,"Skin Suitability:Terbaik Absorption:Best  Repeat Order... Mmg Nampak Berkesan n Boleh Dipercayai Dan Mmg Terbaik... Solution Untuk Skin Saya... Terima Kasih Skintific..."
"m*****a",5,"Absorption:Easy to absorb Skin Suitability:Combination skin  Tq seller! Beli time live berbaloi2 harganya. Cepat smpai, I mmg regular user this skintific product."
"p*****l",5,"Skin Suitability:suit very well Absorption:fast and not oily  Ceramide moisturizer saya guna setiap pagi dan sangat sesuai dengan kulit saya. Selepas seminggu tiada sebarang iritasi pada kulit. Looking forward for improved hydrated skin in few more months!"
"w*****1",5,"Good skincare product! I have repeated my purchase from skintific many times. The ingredients suit my oily skin and fast absorption."
"n*****m",5,"Skin Suitability:kulit combination Absorption:cepat  Alhamdulillah setakat ni Sy pakai drp produk ni semua ok pd kulit muka Sy...tq"
"j*****g",5,"Item received in good condition. Fast delivery. Thank you so much. 👍"
"l*****_",5,"tunggu 8/8 dapat murah sikit. haritu 7/7 dah terlepas pay day sale pon terlepas. the best moisturiser so i repeat yg besar terus. thank you seller fast delivery   five star⭐️⭐️⭐️⭐️⭐️"
"a*****8",5,"Moisturizer dah selamat sampai dalam keadaan elok. Thank you seller😍. Harus repeat Skintific 👍"
"s*****m",5,"Absorption:so far so good Skin Suitability:so far so good  Tried but don't know the effectiveness of the product.. hopefully it helps to improve skin"
"_kexin11_",5,"Nice, suitable for my skin. Bought it with a very cheap price."
"a*****z",5,"Absorption:good Skin Suitability:nice  Good product quality good value for money and fast delivery too"
"o*****i",5,"Texture:gel Skin Type:oily acne prone Absorption:fast absorb  Received my item in good condition.. thank you seller."
"ccml01",5,"Skin Suitability:ok Absorption:ok  Received in good condition. Thank you for the fast delivery."
"n*****_",5,"Baru pakai cantik gila moisturiser skintific yang ni...😭 I suka gila moisturiser skintific yang ni berbanding yang lama punya...dapat harga murah Time live ..."
"n*****a",5,"Fast delivery. Yesterday order , today arrived. The moisturiser suit my skin"
"shufen14",5,"receive in good condition and fast delivery buy next time again"
"p*****y",5,"Penghantaran cepat, within 48hrs dh sampai. Tq seller tq rider 😍"
"h*****3",5,"Skin Suitability:nice Absorption:fast absorption  I've been using this since last year and it's a very light weight on my skin..thank you seller"
"noordiana100494",5,"Absorption:cepat meresap Skin Suitability:sesuai dengan skin sy yg sensitif  Terima kasih seller & abg pos"
"r*****r",5,"Pelembap yang paling best,sebab dapat mengurangkan kekusaman di wajah.. harga pun sangat murah bila ada sale..pasti repeat lagi.."
"a*****f",5,"Byk kali dah repeat order. Mula2 try pakai dlu set SKINTIFIC.  kulit muka yg burn out, kusam, berparut, jerawat, Tiba2 clean.. Puas hati. Bkn nk putih. Tp nak nmpk kulit bersih bebas jerawat. Kena konsisten... Kalo xpakai xjaga kulit muka kita teruk balik la sbb terdedah dgn  kotor, debu apa semua tu... Mmg Sgt recommend produk ni. Merawat,skin pn moist. Mmg makin herlokk. Jgn baca sj. Try la. xnyesal tau! Produk Tiptop."
"ainaa135",5,"Skin Suitability:excellent Absorption:good  Good product. affordable and fast shipping delivery. good job! will repeat again for sure! thank you seller and keep it up. Good service will ensure good business. 👍🏻👍🏻👍🏻"
"v*****8",5,"Received in good condition.. fast delivery.. nice to use.."
"badbaloi_93",5,"terbaik. byk kali repeat beli ni. kulit lembut best pakai."
"miss.ain86",5,"Absorption:fast Skin Suitability:my skin mmg breakout so stop segala product only apply this and cleanser. Alhamdulillah mmg mujarab..wpun lom pulih sepenuhnya tp everday bole feel skin makin better..Murah glierr weh 100ml dgn hrga rm57 mmg berbaloi2 syukur.. tq skintific"
"lins16",5,"Received items in good condition. Yet to try. Fast delivery. Thank you"
"szeen231",5,"The product quality is good, there is no problem so far, the package is well protected"
"f_aini77",5,"Penghantaran cepat.. 5X ceramide barrier repair moisturizer terbaik.. dah banyak kali repeat order. Thank you.."
"t*****e",5,"Absorption:Super good  The best moisturiser i have ever used to date. Thank you for the fast delivery too muah"
"h*****4",5,"Absorption:Good Skin Suitability:Ok  Moisture face before make up, good quality,  worth the price"
"m*****6",5,"Effectiveness:Fast absorption & lightweight  Fast delivery"
"jovena98",5,"Absorption:fast and not so sticky Skin Suitability:all skin types  Was unsure if this would suit my skin type but it absorbed really quickly without any oily or sticky feeling and there is no added fragrance"
"shidah2dot",5,"Skin Suitability:good to my skin - dry to normal type Absorption:good absorption, leave my skin smooth & hydrate"
"nursyasya.asr",5,"Skin Suitability:dry sensitive Absorption:fast absorb non sticky  I lovee skintific products! It help me improve my skin barrier 😭 Now i bergilir pakai retinol time malam my skin never been better!! Berbaloi guys please buy it"
"fridasijuteks",5,"Penghantaran banyak laju.. Thank you.."
"e*****g",5,"Absorption:good Skin Suitability:ok  Always use the small one, this time buy the bigger one for better value.."
"niclo12",5,"Skin Suitability:good job Absorption:good product  Fast, perfect, fantastic!  速度快，完美，太棒了！"
"nadzirahm",5,"Thank you so much seller, item received in good condition. Good seller 👍🏻"
"a*****n",5,"Skin Suitability:sensitive skin Absorption:Nice  I pakai this moisturiser sbb this is the one yg boleh calm kan my sensitive skin  i ada oily but at same time i ada sensitive area like bwah mata and area hidung. My skin mmng makin elok and ntuk sesiapa yg ade masalh skin barier u all can try this one"
"a*****1",5,"Absorption:good Skin suitability:good  Well packed and received in the good condition.. highly recommended…"
"s*****4",5,"reveice in good condition and fast delievery buy next time again"
"anismaisarah69",5,"Absorption:Good Skin Suitability:Good  Terima kasih seller.. Best pakai ni.. Baru aje try. Tapi belum nampak kesan.. If sesuai kulit boleh repeat.. Tq"
"rien.84",5,"Absorption:ok Skin Suitability:ok  Barang sampai cukup tiada kerosakan,anak anak sangat berpuas hati,happy jak dorg,terima kasih saller semoga selalu d murahkn rezeki,item di terima berkuality dan sangat memuaskn,masf gambar tiada kaitan sebabb beli untuk ana d u,"
"q*****a",5,"Absorption:fast absorb Skin Suitability:sensitive & acne prone skin  Received item in a good condition 👍   Fast ship out & delivery 👍   I've been using this moisturizer for 3 years.. my skin is getting much better now.  Love this ceramide moisturizer 💞"
"alieza93",5,"Penghantaran cepat, harap sesuai dgn kulit Sy...tq"
"c*****9",5,"Absorption:The moisturizer absorbed quickly and leave my skin light. Skin suitability:my sensitive and acne skin suited the moisturizer well."
"f*****0",5,"Harga murah berbanding di kedai.barang selamat sampai dengan keadaan yang baik"
"nadzirahm",5,"Fast delivery. Thank you so much seller. Item received in good condition will repeat order soon 👍🏻"
"r*****i",5,"6 bulan dah guna moisturizer ni, sangat cepat absorb pada kulit muka, melembapkan kulit muka. Kali kedua beli yang besar 80g ni, anggaran penggunaan 2 kali sehari dapat dalam sebulan lebih ke 2 bulan lah.  Kena consistent hari2 guna moisturizer ni baru dapat results yang terbaik"
"s*****o",5,"Skin Suitability:suit me Absorption:good  Patut la org suka moisturiser ni..memg best eh..will buy again!"
"syafiqah.aziz_",5,"Skin Suitability:all skin type Absorption:quick absorption  Repeat beli sbb ssuai dgn kulit..beli yg wrne biru ni sbb pairkan dgn peeling solution tu, pstu bole pakai dgn skincare lain jgk."
"peiyee1107",5,"Absorption:The moisturizer absorbs fast and leaves my skin feeling light. Skin Suitability:sensitive skin  Thanks seller, super fast delivery"
"n*****1",5,"Absorption:fast Skin Suitability:acne, sensitive, combi  bought to restock hihi"
"c*****0",5,"Skin Suitability:ok Absorption:good  The product is really good for skin protection and is very durable for your face love the texture buy here"
"missaida91",5,"Skin Suitability:dry to normal Absorption:great  Moisture lock absorb into skin buy for 2 boxes much cheaper than a box.."
"n*****e",5,"Skin Suitability:love dooh Absorption:love sangat  So far semua okay. Love sangat sangat. Harga ofkos lagi murah dari drugstore. Recommended!"
"a*****y",5,"Absorption:go o d  suitable for dry skin very nice product not expensive 非常好用👍"
"honeylpl",5,"Light textures suits combination skin…skin becomes smoother"
"azwarahim",5,"Absorption:good Skin Suitability:oily  Disebabkan ada sale.dapat murah.sy trus order lagi.padahal baru je beli utk buat stock.skrg sy ada 2 moisturizer.stok 2 bulan la.best.hehe.sorry gambar n vid xde"
"mia_ameera",5,"Absorption:good Skin Suitability:gentle enough  Read so many good reviews. Looking fwd to positive effects"
"n*****d",5,"Absorption:good  Thanks for the free gift, repeated order for many times, love skintific ❤️"
"e*****n",5,"Absorption:very fast absorption Skin Suitability:normal to oily"
"p*****5",5,"Fast delivery . Good packing. Good product quality. Seller also very nice service"
"a*****1",5,"Got this Fav item dgn Rm51 only hehehe. Barang okey takde rosak mak lurveddd sbb dh lama geram nk grab yang besar tapi poket tengah kering ❤️"
"c*****5",5,"Barang sampai dengan selamat ,. Produk memuaskan , tq seller .."
"h*****z",5,"Barang sampai dalam keadaan selamat, boleh repeat, penghantaran laju dan pantas so far okay dan baik 🤩"
"m*****o",5,"Terima barang dalam keadaan baik"
"o*****y",5,"Repeatedly ordering this moisturizer! Super good on my skin, very moisturizing and lightweight. Fast delivery and great price. Thank you so much👍🏻"
"s*****e",5,"Fast delivery 📦 🚚 I had use the small size of it bfr, its makes my skin more moisture !"
"mochigirl_linart",5,"Thank you very much, the item is safely received and all good ❤️😍😘 first time bought this 100g hopefully it's the same as the 30g"
"z*****7",5,"Fast delivery, received very quickly, the goods are in perfect condition"
"d*****d",5,"Skin Suitability:combination but more to dry Absorption:great  Dah guna skintific punya moisturizer tknk guna lain dah. Seriously rasa bezanya."
"adrianchanyongqian",5,"received safely, thanks seller, will consider to purchase again. great deal."
"g*****8",5,"Good product quality Genuine product  Will buy soon again Thank you very much"
"s*****e",5,"Skin Suitability:dry and sensitive skin Absorption:a bit sticky  Items received in good conditions  Long expired date 👍🏻"
"l*****g",5,"Received in good condition because the packaging is super nice👍🏻"
"f*****h",5,"Delivery pun laju. Barang sampai pun selamat. Dah guna and ada rasa perbezaan sikit walaupun sekali penggunaan."
"tsy_yst",5,"Skin Suitability:Good Absorption:good  1st try for this seller,use b4 this product ,hope is the same I using. Expired date until end of the year 2027."
"k*****2",5,"Texture:the texture is lightweight and comfortable to use Skin Type:it effective"
"s*****a",5,"Banyak kali dah repeat sebelum launching dekat drugstore selalu beli dekat skintific shoppe ni. Harga pun lebih murah dari drugstore"
"a*****h",5,"Texture:Light Skin Type:Combination to dry Absorption:Okay  Best sangat moisturiser ni. Dah repeat kali ke 274752"
"bitcheu_",5,"Quick delivery. Repeated order. Tq"
"i*****a",5,"Barang sampai dalam keadaan baik..Dah banyak kali order produk ni, so far memang semua okay.. Order harini, sehari dua je sampai dah.."
"l*****a",5,"Absorption:Good Skin Suitability:Suit for all skin type  This is second purchase, my skin is normal-skin type and it suits me well. Was intended to capture the Exp date (20/12/2027) but was not visible from the video."
"sy39829",5,"Well received the goods, thanks seller for the free gift and thanks shopee"
"y*****o",5,"Skin Suitability:i think suitable for majority skin type Absorption:good  I am oil skin, love this moisturiser so much! Many times purchase it…"
"t*****5",5,"Received in good condition and fast delivery thank you seller."
"tambie69",5,"Skin Suitability:good packing...sure to repeat order. tq seller"
"w*****8",5,"Received the items in good condition  Fast delivery. Good Product quality"
"s*****8",5,"Absorption:nice Skin Suitability:bagus untuk kuliy  Ini dh bottle ke 10-12"
"yiling_10",5,"Fast delivery, received in good condition!😆"
"p*****3",5,"Absorption:good absob Skin Suitability:all types can be used  Buy many times and expired in 2027👍🏻"
"asneerazulkiflee",5,"Barang sampai seperti yang dipesan. Harga murah berbaloi beli"
"o*****e",5,"Parcel received in good condition and worth it to buy during shopee event"
"n*****g",5,"First try on skintific skincare products, absorbed quickly on the skin, like it"
"f*****h",5,"Skin Suitability:all skin type Absorption:xmelekit  Beli utk husband. Grab combo sekali amik yg besar jimat beli time 9.9. Penghantaran cpt."
"queen.0510",5,"Fast delivery. Good value of price. Good quality of product."
"j*****4",5,"Seller packing in good well condition  Received in very good packing  No damage  Very affordable to have it"
"s*****9",5,"Absorption:Absorbed quickly Skin Suitability:Suitable for dry skin  Repeat order sebab produk sesuai dengan kulit kering."
"s*****5",5,"Absorption:good Skin Suitability:good  Thank you seller for your fast delivery service! Look the product! Will buy again in future for sure!"
"m*****o",5,"Received in good condition, haven’t try it yet. Will update then."
"a*****h",5,"Skin Suitability:all skin type Absorption:good  Keep your skin hydrated, barrier protected"
"a*****a",5,"Skin Suitability:ok cun  Suka pakai moisterizer Skintific ni… lembut jer… x melekit.. kulit pun lembut jer.. tq seller… sy beli yer"
"ayyub_aj",5,"This is legit product . Very fast delivery and also do damage . Im happy with this"
"s*****n",5,"11 11 order these. Fast delivery. Not yet try. Recommended by friend."
"napisahnasir",5,"Absorption:good Skin Suitability:good  good for skin barrier. have repeat many time. beli online jimat. thankyou seller"
"syerlinsc",5,"Skin Suitability:suitable to myskin Absorption:very good  mmg pengguna setia mois skintific dari dlu” lgi, mmg love dooh tktukar moisturiser lain dahhh"
"p*****u",5,"Skin Suitability:sesuai untuk kulit yang kering Absorption:cepat meresap,ini ntah botol yg ke berapa dah.."
"s*****y",5,"Absorption:tak pasti Skin Suitability:semua kot  Tq seller packaging pun kemas  delivery okay"
"j*****g",5,"Received in good condition, fast delivery and cheap Will repurchase"
"s*****i",5,"Skin Suitability:💯👍🏻 Absorption:good  mantap dooh moisturiser ni, memang on top haaha. best buat kulit jadi glowing, ni berapa kali repeat pun tak ingat dah"
"f*****o",5,"it’s a great lightweight moisturiser that’s great for both dry and oily skin types and it feels very soothing too"
"p*****k",5,"🌟🌟🌟🌟🌟 Excellent purchase! Item arrived quickly, well-packed, and exactly as described. Quality is superb and works perfectly. Seller is very responsive and friendly. Highly recommended! Will definitely order again. 💯👍 Sorry for the not-related image."
"liza929",5,"Barang dag sampai dengan selamat dan Penghantaran pantas ye. Terima kasih"
"m*****a",5,"Skin Suitability:combination skin Absorption:easy  Tq seller I am regular user of this product."
"z*****z",5,"Good and fast shipping  Hope you sell plenty  Thank you very much"
"c*****6",5,"Skin Suitability:Kulit muka saya tgh kering sbb ekzema, tp bila pakai moisturiser ni sesuai kulit jd lembap and tak flare..  Texture tak heavy n senang absorb dalam kulit.. Just nice."
"p*****k",5,"I’m really happy with my order! The quality is excellent, packaging was secure, and shipping was quick. Seller was also very responsive. Thank you! 🥰 Sorry for the unrelated photo!"
"hazlina313",5,"Skin Suitability:ok Absorption:very good  Thank you seller for the best service from your shop.item received safely in a very good packaging.item very beautiful as picture.my kids love to have it.delivery also fastest i ever had.the price also more cheaper than the other seller.very recommended seller to you all and will repeat buy again next time for other colour and size"
"c*****u",5,"Well received and fast delivery First time bought the light texture"
"ytierzli",5,"Thankyou seller. Order terus ship. Penghantaran laju"
"j*****1",5,"Skin Suitability:All type Absorption:Good  First time buying and trying. Hopefully is effective and good."
"c*****1",5,"Absorption:very nice to apply it ..feel very smooth when applying on face.. Skin Suitability:it is suitable for dry skin.thanks"
"y*****f",5,"Very helpful with dry skin, good prep for makeup as well"
"s*****h",5,"Skin Suitability:good Absorption:good  Smua ok.. nnti harga murah leh beli lg buat stok.. hrp berkesan la kt muka ni"
"i*****i",5,"Skin Suitability:acne prone skin Absorption:good  berapa puluh kali dah beli memang best pakai moisturizer ni"
"hezra89",5,"Thank you seller.. suitable with my skin.. skintific is my best product"
"s*****a",5,"Absorption:fast & not sticky Skin Suitability:all skin types  Dah sampai! Tq"
"d*****8",5,"Fast delivery. Item well wrapped and arrive in good condition."
"etcha761",5,"Received in good condition. Well packed. Fast delivery and service by seller"
"n*****8",5,"Fast delivery! Packaging was so nice!! My skin super sensitive, but this moisturizer works so well for me. Thank you so much seller ✨"
"giringsinger",5,"Terbaik . First time beli kat shoppe . 👍   Packing bagus . Tak da rosak apa2 . Will buy again 👍 thanks seller 🤝"
"c*****_",5,"penghantaran pantas . good product quality , thank you seller"
"h*****h",5,"Absorption:very fast Skin Suitability:suitable for my oily skin  Sorry i didn't use the right picture for this but anyway this moisturiser are very lighter. Even when you use the small amount of that it will cover your whole face. It's help me to recover my skin for dull and acne spot so much. Love it!"
"n*****9",5,"Absorption:good Skin Suitability:dry skin  Suka sangat sangat i got it for only rm24 je guyss"
"o*****y",5,"My fav moisturizer, really great product. Fast delivery thank you so much 😊👍🏻"
"r*****n",5,"Packaging would be better if use a box for protection, luckily received in good condition"
"izzafirah",5,"Fast delivery..repeat order..received as per ordered"
"m.hezry",5,"Very very recommended. Fast delivery. All good. Soon will repeat. The item very quality"
"s*****e",5,"Skin Suitability:dry skin Absorption:good  干皮用了不过敏，蛮滋润👍🏻👍🏻👍🏻 一开始试用30g，觉得不错买了80g，一看到100g不带犹豫赶快又下单了😆"
"idasafzatul",5,"Skin Suitability:suit for sensitive skin Absorption:very good  These combo is chef kiss good hydration and sensitive skin"
"k*****0",5,"The parcel arrive safely, thank you so much for the fast delivery. I appreciated it so much. I'm looking forward to buy more of sellers product in the future"
"h*****2",5,"Fast delivery ✌🏻 repeat order many times suitable for all skin type"
"95qohijrcy",5,"Peghataran sgat cepat..ni yg k dua dh sya guna ye brpdok ni .sesua dg saya .ok xdek rosak tq seller"
"suekiasu",5,"Skin Suitability:suitable Absorption:great  Makes my skin better since i started using it."
"a*****n",5,"Absorption:fast absorption 5/5 Skin Suitability:no irritation after the application 5/5"
"a*****x",5,"barang sampai dengan selamat dan laju👍🏻👍🏻dah pakai kali kedua mmg best"
"f*****9",5,"Absorption:terbaik Skin Suitability:terbaik  dah repeat order banyak kli best sgt"
"n*****i",5,"Skin Suitability:good Absorption:good  Sorry for unrelated pic n vid Overall good Tq seller"
"ivytoh_",5,"Good quality, fast delivery"
"anisalimuddin",5,"Absorption:good Skin Suitability:good  Fast delivery, my first try, hopefully good to my skin."
"joanchingsang",5,"Fast delivery. Good wrap of products by seller 💜good products and value of money of products. Very good quality ♡Fast shipping by seller"
"mar.hamidi",5,"Skin Suitability:all types skin Absorption:absorb well  Package received in good condition. Good product quality. Good value for money. Excellent service by the seller. Fast delivery."
"a*****5",5,"good. sesuai dengan skin saya combination. ni dah botol ke-4 kot. moist je lepas pakai. sangat recommended. fast delivery jugak."
"s*****a",5,"Fast delivery and the package was not well packed. I have showed in the image how i received my parcel.  The packaging should be enhanced as the product might broke easily. Consider tis"
"rinasulistyawati167",5,"Skin Suitability:semua jenis kulit Absorption:cepat meresap  Alhamdulillah cocok untuk kulit wajah ku Dah habis 5botol"
"irsyadbaihaqi10",5,"Selesa sangat pakai dia. Diterima dalam keadaan baik dah mencukupi. Terima kasih seller"
"e*****5",5,"Skin Suitability:universal Absorption:yes  Good value for money  Good packaging  Good product  Thank you for fast delivery"
"m*****s",5,"Super happy this comes in a bigger bottle, the small one I went through at least 3 already T.T shipping is super fast too within Sarawak"
"bella_acc",5,"Product received in good condition. Its good to use and won't sticky."
"n*****d",5,"Skin Suitability:Good Absorption:Good  Dah repeat banyak kali. Suka sngt dgn moisturiser yg ni. Lembut je kulit muka lps pakai."
"adawiyatulrahmah",5,"Barang sampai dengan selamat dan kemas, pembungkusan elok. Penghantaran laju. Thanks seller and poslaju"
"qisha_felora",5,"Absorption:baik Skin Suitability:Glow  Kulit muka jadi glowing n fresh. Saya first time Cuba moisturizer ni. Best"
"siti_noni123",5,"Absorption:menyerap Skin Suitability:best  beli time flash sale. harga berbaloi2. tqvm seller. dapat harga murah. dan gune ni dah lame sgy sesuai dgn kulit sy"
"iedasalleh",5,"Beli Kali yang keberapa tah. Tq seller penghntran yg laju, berkesan untuk kulit sy."
"w*****n",5,"Skin Suitability:Suitable for all Skin  This product suitable for all Age . Packaging Good . Price ok"
"q*****a",5,"Alhamdulillah, received it successfully thank you so much seller. accidentally bought it. should be another one yang light punya. but sumpah best juga yang ni."
"c*****h",5,"Received in good condition and fast delivery and good quality. Expiry 13 November 2027"
"babyblue_12",5,"Skin Suitability:suitable Absorption:good  Good buy!"
"r*****n",5,"Absorption:serap  Mmg dah banyak kali repeat. Best moisturiser ever. Nnti boleh beli lagi😀"
"b*****c",5,"I received my parcel very quickly, much faster than expected."
"e*****a",5,"Effectiveness:moisturise Skin Suitability:dry and normal skin  The texture is light and has cooling effect, would repeat with more gram."
"nurqiena_34",5,"Skin Suitability:ceat meresap Absorption:tahan lembab  Saya sudah terima parcelnya. Terima kasih. Pelembab jenis gel ini sangat best digunakan. Cepat meresap dan kekal kelembapan. Sangat berbaloi beli waktu promosi dan dapat tebus coin."
"a*****m",5,"Absorption:fast absorption Skin Suitability:suit my skin  Love the product. It works well on my skin"
"syafeaaemalyn",5,"Skin absorption:makin elok Skin suitability:elok  Your account does not have a sufficient balance for calls to the dialed number. Please recharge your account first. Dial <Recharge No.> to recharge your account."
"y*****0",5,"Absorption:o k Skin Suitability:o k  Very satisfied with my purchase! The item arrived fast and in good condition. Quality is great and exactly the same as shown in the pictures. Highly recommend this seller"
"asnidaamri",5,"Sesuai dgn kulit kering. Penghantaran sangat cepat. Harga murah sikit. Beli tym shocking sale"
"k*****9",5,"Very fast delivery and well packed, item received in good condition"
"81zura",5,"Skin Suitability:Oil skin  Brg sampai dlm keadaan baik tqseller"
"e*****n",5,"First time try..for 2 days used absorb quickly.. seperti yg di claim mmg ada cooling effect 👍🏻👍🏻..overall so far so good.. if ok will buy again"
"numtfa",5,"Good product quality. Good value for the money. Fast delivery. Excellent service by the seller."
"remyroslan01",5,"Absorption:ok Skin Suitability:semua ok  Barang semua ok. Baik semua lancar barang sampai dengan baik semua ok tiada apa apa lagi barang laju ja sampai"
"zalihaesa939",5,"Skin Suitability:baik Absorption:bagus  nanti beli lagi terbaik terima kasih seller hihahuhe"
"a*****0",5,"Absorption:good Skin Suitability:goos  First time bought during live. Fast delivery will try and use to see if it’s effective. Thanks seller"
"lizaabfull",5,"Skin Suitability:okay Absorption:good  Barang diterima dlm masa yg x lama. Sgt selesa dipakai. Alhamdulillah setakat ini tidak ada masalah.. terima kasih"
"n*****n",5,"Absorption:cepat Skin Suitability:all skin type  Best pakai. Boleh repeat lagi lepas ni. 😊"
"s*****5",5,"Absorption:good  I live the texture and the feel"
"a*****i",5,"Thank you seller, safely arrived 🙃♥️received this item in a good condition, function well, thanks again 😊"
"b*****3",5,"Fast delivery received items in good condition and good packaging"
"r*****6",5,"Absorption:Fast Skin Suitability:combination skin  Sebelum ni pakai yg G2G just nice.. tapi bila yg try yang ni makin batter skin saya. Acne makin surut dan muka jadi glowing 😍"
"amri7953",5,"Skin Suitability:not try yet Absorption:not try yet  Reveived with good condition..fast delivery...tq seller..."
"mairaezz",5,"1st time beli kat seller ni..dapat harga murah ms pukul 12pm..tq seller"
"yingjie_99",5,"Goods received with fast delivery and good service from the store"
"d*****1",5,"Byk kali dah repeat. Suit well for moisturising our skin. Super fast delivery"
"huiting_98",5,"good delivery..very fast... 100% good quality and good packing😍😍"
"t*****2",5,"Skin absorption:absorbs quickly Skin suitability:dry and all skins  Delivery was very fast…. Very big amount"
"l*****8",5,"Skin Suitability:yes Absorption:yes  This moisturizer is very good I applied at night, after wake up, my face feels glowing and smooth 😊  Definitely will purchase again in future 😁"
"wei_jun_07",5,"Absorption:fast Skin suitability:good for my dry acne skin"
"n*****d",5,"Skin Suitability:dry n acne skin Absorption:fast  thank you n fast delivery. secured packaging."
"asnayaima",5,"Skin Suitability:all skin Absorption:baik  Best melembut dan melembab kan kulit yang kering."
"e*****7",5,"fast delivery,nice product,received in good condition.."
"k*****i",5,"Received in good condition 😁😁 fast delivery 🚚🚚 Thank you seller 🙏🏻😀"
"phblue54",5,"Skin Suitability:Fair Absorption:Fair  Well received in good condition and good packaging. Fast delivery."
"s*****y",5,"Absorption:sangat sesuai Skin Suitability:terbaik  thanks seller..maaf lupa nak rate..barang semua okey..cukup..next repeat lagi yer.."
"afiqahkhalit92",5,"Absorption:sangat ringan utk muka sy yg kering Skin Suitability:skin kering, pakai siang dan malam sht membantu melembabkan muka. da 2x repeat. lagi murah drpd kedai di pasaran"
