author,stars,comment
"anayilz79",5,"sesuai untuk kulit kering."
"x*****e",5,"Absorption:ok Skin Suitability:ok  It’s good! Fast delivery too. Will purchase second time"
"f*****i",5,"Barang sampai dalam keadaan baik Semua okay Penghantaran pantas  Terima kasih"
"s*****_",5,"Welcome to Thailand! Enjoy unlimited data roaming with TRUE-H, AIS (4G/5G) at RM15/day or enjoy more savings with multi-day roaming pass at RM30. Buy now via MyUMobile app. For help, call us at *125# (FOC)"
"ivytoh_",5,"Very fast delivery"
"h*****a",5,"Skin Suitability:YES Absorption:YES  Tq skintific . skin saya suitable with this moisturiser . Dah lama pengguna skintific . Overall 10/10 .❤️👍🏻"
"flwrena",5,"ive been repurchase this for many times and its suits my skin perfectly"
"cathy1302",5,"fast delivery"
"u*****8",5,"Dapat freegift cermin, ohmyyy! Cantik 😍"
"n*****a",5,"dh pernah pakai before this.. tu pun 2022?😂😂 memang nice teruk result skin wktu tu tpitula berhenti separuh jalan then breakout.. ni nak baiki semula skin🔥"
"zack_mei01",5,"Absorption:very well Skin Suitability:perfecto  gentle on skin, very suit on my skin.. it really work also.. and its repair my break out skin"
"hintzlaw",5,"Fast delivery"
"ct.srhhh",5,"Skin Suitability:ok Absorption:ok  sory gamba n video takde kaitan tapi ok je barang nya sampai"
"a*****3",5,"Skin Suitability:dry,kusam  Kali ke-2 repeat sebab serasi dgn kulit muka sya..."
"n*****s",5,"Absorption:ok Skin Suitability:ok  Kalau kata courier SPX ni aku memang cukup meluat sebab jenis suka baling barang atas cermin kereta,  rasanya boleh kot letak barang kat lantai,  xpayah la nak balik baling barang kat cermin kereta,  kalau kata pecah nak ganti ka. Ni bukan kali pertama aku kena...."
"y*****6",5,"Suitable for sensitive skin.. moisturizer Will buy again .."
"a*****7",5,"Memang besar gila. Banyak boleh jimat. Tahan lama. Yang penting muka rasa fresh dan segar."
"_*****_",5,"Beli la geng tak rugi pun mari la beli disini hihu gempak gila mak abu"
"a*****a",5,"Dunia ini umpama lautan yang luas. Kita adalah kapal yang belayar di lautan telah ramai kapal karam didalamnya.. andai muatan kita adalah iman, dan layarnya takwa, nescaya kita akan selamat dari tersesat di lautan hidup ini"
"aiden_cc7",5,"Large volume, avoid direct touch on the moisturizer. Best buy on promotion period. Fast delivery, only 3 days after putting up order.👍👍👍"
"n*****s",5,"Fast shipping! The item arrived as described. The seller was great and friendly. I highly recommend this seller!"
"h*****2",5,"抱歉图片影片与评论不相符 可是东西质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。"
"nurazlinrashid",5,"Kali yg ke berapa tah beli. Memang best. Pakai yg ni je tak tukar lain dah. Moist je kulit bila pakaiiiii"
"s*****a",5,"Memang sesuai pkai ni bg ank umur 13y. Tngok kulit dia glowing. Sesuai utk ank remaja ni. Dah botol ke.3"
"marcus_wong1114",5,"So fast delivery gooood"
"c*****2",5,"Barang ok tngok adik pakai nampak smooth jer, penghantaran selamat"
"doromonica",5,"Thank you seller . Good product love it . Good Package and safely delivery . Love it yeahhhhhh thanks again .."
"r*****n",5,"Good product quality Good value for money Fast delivery and excellent"
"lyanavevina",5,"Dh smpia smlm.. Sy pengguna moustriser ni mmg best dh brbotol pkai.. Tq seller."
"lowsuchin",5,"Fast delivery with well packaging👍🏻👍🏻 It locks moisture my skin Like it🫰🏻🫰🏻 Will purchase again."
"m*****u",5,"I've been using this for years and it's suitable for my skin. My skin is a bit oily and sometimes acne prone"
"addazakaria",5,"Penghantaran agak lambat sikit but isokeyyy. Love the texture."
"h*****i",5,"Absorption:ok Skin Suitability:ok  good seller quality product repeat✅ fast shipping recommended trusted💪 overall 👌"
"m*****l",5,"Blum try lgi... Nnt dh ada hasi sya bgi thu ok.. Tq saller"
"h*****h",5,"barang terbaik memang baik memang mantap and terbaik dan mantap"
"r*****0",5,"Belum cuba lagi. Harap sesuai dengan kulit anak saya yg sensitif"
"mosray94",5,"Absorption:fast absorb Skin Suitability:suitable for dry humidty environment"
"e*****7",5,"Skin Suitability:smooth Absorption:mudah menyerap  first time try, terbaik.. sesuai dgn kulit. makin cerah. rase smooth je muka"
"marflowercz",5,"Absorption:skin barrier Skin Suitability:ok  Fast delivery tq seller n courier."
"gopeishi",5,"Skin Suitability:all skin type  Thanks seller for nice packaging and delivery fast"
"s*****a",5,"Bagi hadiah kat kawan, so taktahu lah ape nak review. Harap okay jelahhh"
"j*****n",5,"Skin Suitability:all skin type Effectiveness:good  Bought a 30g before and I used them all. My skin become hydrated after using them and therefore decided to buy a bigger size to refill ✨"
"w*****6",5,"Received with good condition"
"w*****8",5,"Bought few times for this product. Good for my sensitive skin"
"y*****n",5,"万圣节至，愿你如神秘的女巫，拥有神奇的魔力，化解生活中的难题。在这个充满奇幻的夜晚，开启属于你的冒险之旅。"
"abd.razis",5,"Tq"
"a*****.",5,"Skin Suitability:good for me  good perfect product so good on my skin better than any product saller also good shipping also fast"
"t*****g",5,"Skin Suitability:all skin type  Very moisture, good to use. 2nd time purchase.."
"odiliakho0706",5,"Parcel arrived in good condition,really like it ,will rebuy .."
"jaja_fiza_zainal",5,"Absorption:ok Skin Suitability:ok  Tq seller dah smpi..byk kali dah repeat order.."
"yee0595",5,"Barang sudah sampai tak ada masalah akan balik terima kasih"
"syaasyazz531",5,"Absorption:lembut Skin Suitability:all skin  Ni first time try arini ari ketiga dah pakai alhamdulillah semua okay"
"hezra89",5,"Sory video tak ada kaitan.. my feveret skincare.. tqvm seller"
"a*****.",5,"pelembap ni sangat best, ringan dan memang bagi efek pada kulit"
"felly88",5,"Terbaikk, pnghntrn cepat..dpt free skin cooling spray lg.Tq so much🥰."
"t*****z",5,"Hope suitable to my skin. Thanks"
"n*****h",5,"Delivery pantas. Beli masa live dpt murah banyak. So far sesuai dgn kulit"
"n*****i",5,"Bekas yg ke 4 beli. So far ok pd kulit. Beli utk lembapkan kulit kering. Tkde mslh pada kulit. So far serasi. Tq seller."
"e*****5",5,"The item has just been received. The quality has shown not bad. Haven't used yet, hope it suits my skin type."
"n*****h",5,"Harga murah. Sesuaii untuk kulit jenis oily. Tak berminyak langsung"
"e*****w",5,"Love it, delivered with a nice package, fast and good delivery ❤️❤️❤️❤️❤️❤️❤️ will purchase next time"
"f*****k",5,"bagus"
"i*****2",5,"Absorption:ok Skin Suitability:ok  barang sampai dalam keadaan baik dan selamat...tq courier n seller"
"m*****n",5,"No bad, good to use"
"k*****d",5,"Skin absorption:lembut Skin suitability:sesuai smuaa jnis kulit  Tq seller... Alhamdulillah... Grab time sale.. dpt murahh sgt.. buy 1 get 4.. sgt² jimat.. buat stock 2 bulan teruss.."
"c*****z",5,"Baru nk cba Pnghntrn pntas Mf gmbr takde kaitan Yg ptg mrah dpd bli luar  Terbaik"
"g*****8",5,"Good product quality  Fast delivery  Best of the best Will definitely buy again soon"
"z*****0",5,"Absorption:￼SKINTIFIC 5X Ceramide Skin Gel Moisturiser Barrier Repair Moisturizer  Day Night Cream 30g"
"saidaazakkk",5,"Maaf gambar dan video tidak berkenaan..baru nk tryy yang niii.."
"azrulazira323",5,"Barang dah sampai, sorry gambar tiada kene mengena. Terima kasihh saya beli"
"yanru_my",5,"Skin Suitability:suitable Absorption:buy again"
"h*****s",5,"Berbaloi beli online compare to store… mmg serası pakai product Skintific❤️ quality terbaik"
"asfani00",5,"Maaf gambar takberkaitan yang penting barang sampai laju thank u seller"
"y*****_",5,"baru nak try yang packaging lama punya tapi kalini taktahu update apa sbb terjatuh half 🥲"
"t*****6",5,"Absorption:good Skin Suitability:any skin  Fast shipped well packed by seller  Will return again"
"nz.mamii.glam.sen.llt.6",5,"Absorption:ok Skin Suitability:ok  1st trying this set hope suitable and tq for the free gift"
"s*****3",5,"Received in good condition"
"n*****n",5,"Fast Delivery😆"
"j*****7",5,"sangattt sesuaiii dgn kulit..n tahnk u sebab tidak guna SPX express..ninja van cepatt ja smpai sabah..👍👍👍👍🤗🤗🤗🤗💯🌟🌟🌟🌟"
"goldragon88",5,"Fast delivery  Good quality products  Love it very much Will buy again soon"
"t*****a",5,"Absorption:yeahhh Skin Suitability:biase jerr nyah  okey jer to my skin. macam biasa jer. xde perubahan actually jarang guna sebenarnya hahaha. tapi still nak beli. entahlah labuu."
"susanchoo88",5,"很快收到货了，还没开始用，如果用了好会非常的推荐，还会选购别的款式，￼价钱非常的公道，包装也包得很好，快递服务也非常的棒￼。"
"z*****4",5,"Good moisturizing effect. I've been using skintific."
"s*****e",5,"Skin Suitability:medium Absorption:average  discount a lot when i bought. good to try but i think its overrated."
"s*****a",5,"Sorry pic n vdeo x de kaitan sbb mls nk ambik pic. Belikan utk anak kat asrama umur 13 tahun. Dah kali ke 2 pkai tngok ok. In shaa Allah dgn izin Allah kulit anak cantik bebas segala yg tak moleklah. Aamiinn"
"w*****a",5,"Moisturizer terbaik yang pernah saya pakai, dah repeat order banyak kali."
"mar1119",5,"fast delivery"
"n*****m",5,"Photos and video are not related. Okay pakai serasi dengan kulit."
"q*****a",5,"HOPEFULLY WORKS ON MY SKIN AS MUCH AS PANTHENOL MOISTURISER DID"
"a*****a",5,"Before this guna yang packaging lama, this time around beli yang baru."
"shimasaibani",5,"Best gilerr guna product nie..👍"
"d*****i",5,"Good product and worth the money. Very happy with this product"
"vickybeibi13",5,"值得信誉的卖家👍多次回购"
"n*****i",5,"Fast delivery and is my repeated order.  Good product."
"z*****5",5,"Skin Suitability:Sesuai Absorption:Meresap  Best sangat pakai skintific ni. Dah 3 tahun pakai skintific. Akan maintain menggunakan skincare skintific selama mana sesuai dgn kulit wajah. Maaf gambar n video tiada kaitan."
"farishilmi333",5,"Dah berapa banyak pakai memang bagus muka pun sentiasa lembap n kena pakai selalu la"
"_*****r",5,"Bought for mom great for her skin making them glowing and so cheap too"
"shafuan732",5,"Absorption:Good Skin Suitability:All skin types  Lepas pakai mask pakaila moisturiser. Apply sebelum tidur. Esok pg bangun kulit lembut ja. Tak pn pakai moisturiser 2x sehari pg n mlm. Terima kasih."
"nurul_nes29",5,"Skin Suitability:produk mmg best"
"e*****a",5,"Barang dah sampai. Tqqq . Dah banyak kali repeat. Penghantaran dah tukar pada kotak. Terbaik"
"y*****h",5,"nice"
"cik_aimi",5,"Skin Suitability:entah Absorption:masker muka  Sebelum ni guna color pink n hijau. Ni kita try hitam lak. Bosan2 time offday, memang pakai benda ni dgn husband walau x nampak kesan 😂"
"e*****4",5,"Barang dh smpai , beli masa 7/7 mmg harga murah gila. Thanks boleh repeat lagi nnt"
"n*****q",5,"Absorption:Haven't tried yet  Fast delivery and the effects of use are still unknown because I'm just about to try this product, hope it works."
"ainafazira99",5,"Fast delivery"
"jenniferdieef",5,"Skin Suitability:Yes Absorption:Yes  Memang pengguna setia Skintific."
"l*****1",5,"Skin Suitability:yes Absorption:yes  Terima kasih penghantaran yang pantas dan memuaskan. Barang dalam keadaan yang baik. Happy shopping. Korang kena beli."
"aymbershen",5,"barang sudah sampai dengan selamat. .maaf tidak dapat review pic atau video. .hp ada masalah"
"a*****1",5,"Nice"
"dianamokrin",5,"nice"
"ygs031r_f3",5,"dhdusdjsjsjsjdjfxmsjamajfjxjdsnsjfuxjdhrdhdjsnrhdhshsnanshzhdfhuxussj"
"syirh00",5,"Absorption:good  Good"
"nuraffan87",5,"Skin Suitability:terbaik Absorption:muka rasa kurang berminyak dah serap kulit muka"
"laurenlow275",5,"超级喜欢！！！！！"
"s*****h",5,"Barang dah terima cuma bubble wrapnya kurang nasib kondisi barang tu okay 😌 moisturiser cepat serap ke kulit dan tak melekit 😊 dah biasa dgn moisturiser ni…"
"z*****n",5,"Sangat berbaloi beli sini dan ketika live. Lagi murah bayak. Takkan menyesal"
"a*****4",5,"gambar dan video tiada kena mengena.. barang selamat sampai dengan jayanya.. tq seller"
"n*****7",5,"Skin Suitability:Suit very well Absorption:Fast absorption"
"m*****a",5,"Effectiveness:okay Skin Suitability:sesuai my mom n i use this product  Lah tiber speaking, okay dh banyak kali repeat , sesuai kulit muka , jadi okay je Terimakasihh maaf tak da gambar"
"robbyphua18",5,"Fast delivery"
"f*****n",5,"Barang ok,terbaik..."
"lemarimagik",5,"Absorption:mudah serap Skin Suitability:sesuai dan okay . makin pulih"
"anieqiesha",5,"Sesuai pakai...jd trus beli yg besar..sy beli dgn harga tersebut tqvm"
"nursyafiqah0803",5,"fast delivery  thankyou"
"sobrijaafar",5,"Skin Type:sangat blend kt skin sy Absorption:rasa kulit muka lembap je  Nanti nk repeat lgi"
"keylasakila",5,"Absorption:good Skin Suitability:good  Kulit jd lembut"
"maslindaharis",5,"Absorption:cepat meresap Skin Suitability:sy skin kering  dulu pakai ni . pastu stop pastu pakai balik sebab sekarang skin kering sangat . sensitif . so far okay la pakai ."
"ahmadlutfikhamisan",5,"Fuh terbaik meme rekemen la pok, rugi tak beli time murah teruk, tp tgk jugakla klu sesuai ke tak ngn kulit kot siak"
"f*****h",5,"Goood quality high performance fast delivery while on leave"
"norfaizahramli",5,"Sangat berpuas hati pakai product ini if muka bermunyak sangat recommended saya terus pakai Dan x tukar lagi dah"
"jeffyew000",5,"Goods is well received and in good condition. Will update again once unbox"
"q*****7",5,"very light and moisturising. suitable for oily skin"
"j*****a",5,"Good product quality Fast delivery Excellent service by seller"
"m*****r",5,"Received this. It was orginal. I hv order with others, it was fake!"
"siewyan94",5,"Skin Suitability:For sensitive skin Absorption:Good. No oily sensation  Doesn't give an oily feeling after applying. Helped to control my acnes."
"orihime13",5,"Received in good condition."
"n*****h",5,"sorry gambar tak berkaitan tapi okey je.. terima kasih seller"
"s*****o",5,"Absorption:good Skin Suitability:good  All item received it good ways. Usually wear in outdoor indoor"
"mw897hdqai",5,"Skin Suitability:Item teceived intact. Thank you seller."
"lisyahggh",5,"Barang bagus"
"a*****h",5,"Skin Suitability:all Absorption:fast  good"
"i*****e",5,"Good!"
"sitisophia27",5,"penghantaran lajuu"
"siakfong0321",5,"比市场价便宜，是真货的话真的是捡到宝了 不错用的一款产品，下次用完应该还会回购 希望卖家一直卖下去，加油"
"a*****9",5,"Barang dah diterima, best, terima kasih seller and abang courier"
"nrain04",5,"Order received.. Tq seller ✌🏻"
"z*****a",5,"Skin Suitability:great Absorption:obsorbing  Product safely arrived in shape and delivery is also good."
"roszulaikabintirosli",5,"Absorption:okey Skin Suitability:okey  Repeat repeat n repeat sebab best guna hat biru ni . Saya suka"
"m*****h",5,"my doctor recommended using gel based moisturizer because of my closed comodomes and acne prone skin so i think this product is worth a try (sorry the pics and vid r not related"
"r4yy4n17",5,"Alhamdulillah brg sampai dgn selamat terima kasih seller nanti blh order LG sgt cntk dan menarik"
"esther4065",5,"Good product Value money  🥰🥰🥰🥰 Will order again  Fast delivery  Tq seller 👍🏻👍🏻👍🏻👍🏻"
"a*****5",5,"buying for my friends guy he likes ittt thankss !"
"meesiewling",5,"Sangat moisturizing...."
"ponticong",5,"repeat!"
"f*****i",5,"Dah lame pakai this moisturizer memang tak cari lain dah. Best pakai tak buat skin oily and dry.. btw thanks"
"azreezafirin",5,"Absorption:fast, non sticky Skin Suitability:normal skin, no irritation, calming"
"m*****e",5,"Memang best pakai skintific. Okay done. Gambar dan vidéo takdak kaitan"
"nfarrawahida",5,"Skin Suitability:good"
"n*****y",5,"Beli besar terus , boleh pakai lama ya dan jimat . Always fav skincare dari zaman breakout , tk pernah tukar . Hehe puas hati , thankyou seller 😘"
"y*****h",5,"Absorption:strong Skin Suitability:for oil skin  Delivery fast"
"justina891201",5,"Absorption:good Skin Suitability:good  Good packaging"
"nr.atira",5,"barang dah sampai, dah bekas ke berapa entahh memang best, kulit jenis dry"
"najwa_munir",5,"Skin absorption:okay dengan kulit saya , sangat sesuai lagilagi saya yang kulit kering and sensitif"
"t*****6",5,"回购了很多次👍👍👍👍这款洗面乳很温和 也很好用👍👍网红介绍的果然不错👏😀最重要的是发货很快收到😀😀😀😀"
"m*****8",5,"Skin Suitability:混油皮 Absorption:很快吸收  包裹没有任何破损，物流非常的快，只需等待三天就收到货了，这款面霜已经回购无数次了，巨巨巨好用，价钱也比实体店便宜很多很多👍👍👍"
"leedenna",5,"Terbaikkkkkkkkkkkkk"
"khadijahselamat301",5,"Absorption:good Skin Suitability:suitable  So far so good, berbaloi beli"
"rosidahhashim119",5,"Sorry gambar  tiada kena mengena...dah banyak kali beli...memang akan repeat lgi...sesuai dengan kulit...tq sellerrr"
"c*****d",5,"First time cuba products ni. Harap sesuai dan berkesan pd sy."
"e*****8",5,"Value for money during sales! It suit my skin. TQ seller🤟🏼"
"sitisuziyati",5,"Absorption:good Skin Suitability:good  Sangat berpuas hati,penghantaran laju,"
"fazilahredzuan",5,"Skin Suitability:Kali ke 2 repeat...sesuai dgn skin Absorption:cepat menyerap..."
"n*****m",5,"The item arrived safely today and all in good condition . Thankyou seller 🫶🏻"
"a*****a",5,"Skin Suitability:Ok Absorption:Ok  Beli untuk anak umur 12 tahun. Harap sesuai la dengan muka die..."
"nrlathrhaqlh",5,"Skin Suitability:normal Absorption:80% good  Selalu 3 hari dah dapat walaupun weeekend, kalini seminggu  overall love this product"
"nuya1986",5,"Tak penah mengecewa kan mmg trbaik le sya suka sgt"
"a*****m",5,"Pengguna an produk SKINTIFIC sudah lama di karenakan cocok dan berkesan,kulit wajah jadi cerah dan berseri-seri...."
"d*****2",5,"Good, value for money, thank you seller... good good good good"
"a*****t",5,"fist time bought this brand..hopefully is nice to me and useful to me"
"a*****i",5,"Skin Suitability:human skin Absorption:fully absorb if i apply  i wear it in the morning 👍🏼👍🏼 apply lightly into your face. my dry flake skin slowly fades."
"s*****7",5,"Memang suka sgt dgn moisture ni..sesuai dgn kulit sy..."
"s*****8",5,"Skin Suitability:ok ka Effectiveness:besar..  Saya buh dlm bekas tinggi tu memg ada lebih .."
"imanhuzer",5,"Absorption:good Skin Suitability:mantap"
"d*****4",5,"Sesuai untuk jenis muka berminyak, tiada any redness utk pemakaian kali pertama"
"t*****n",5,"Good product with fast delivery service and customer service! Can buy n try"
"qevww3070p",5,"Absorption:ok Skin Suitability:ok"
"etbest",5,"Skin Suitability:good Absorption:good  Barang diterima dalam keadaan yang baik dan memuaskan hati semua orang"
"etbest",5,"Skin Suitability:good Absorption:good  Barang diterima dalam keadaan yang baik dan memuaskan hati semua orang"
"irashafirah",5,"Skin Suitability:ya Absorption:yes  sbb tgh bf mom so xbnyj produk yg blh guna tp yg ni botol yg ke 3 dh overall ok"
"s*****z",5,"Absorption:cepat serap Skin Suitability:i dry skin, so far okay  Bagus untuk you guys yang dry skin sebab dia melembabkan yours skin"
"gracechongcbh",5,"After reading on the website the advantages of using this SKINTIFIC  products and trying it out since its having good discount."
"h*****2",5,"好评！发货速度很快，包装也很好看，客服回消息也快，态度也好！最关键的是商品质量很好，100%正品，经得起查验，是一个不错的商家，值得购买！"
"keciktjmart",5,"Memang best pakai product skintific ni,dh banyak Kali beli,recomended. Tq seller n curier"
"r*****h",5,"Dah banyak kali repeat moisturizer skintific. Memang best. Sesuai dengan kulit"
"lina2105",5,"Absorption:ok Skin Suitability:ok  Maaf pic tiada kaitan..belum cuba, harap sesuai dengan kulit 👍👌"
"sazali1414",5,"Skin Suitability:sesuai untuk kulit muka yang berminyak dan berjeragat  Baru pakai seminggu dan dah nampak perubahan yang ketara di kulit muka saya.. muka jadi cerah.. kulit tidak berminyak... terima kasih seller"
"hellomanis00",5,"Skin Suitability:kering Absorption:melembapkan  mantap, kena beli time live baru dapat murah sikit masyeh seller"
"j*****h",5,"Bagus ni kulit nampak sihat terus bila pakai.kasi kurang kulit kemerahan lagi"
"amir1n1shuh1",5,"Does not irritate the skin. Memang beli online time live murah rather than beli dekat physical store"
"k*****2",5,"Absorption:good Skin Suitability:good  Skintific tak pernah mengecewakan"
"n*****a",5,"Effectiveness:very effective Skin Suitability:really suits  My holy grail product. Tried several brands that is hype on the market but keep coming back for this."
"sayangggggggg",5,"Absorption:100/10 Skin Suitability:combination skin  ive been repeating this since 2022 super duper best !!"
"r*****i",5,"Baru nak test pakai..."
"hairisiti86",5,"Ok semua ok ok semua ok semua ok ok semua ok ok semua ok semua ok ok semua ok"
"amimahsazali",5,"Skin Suitability:all types Absorption:good  So smooth to skin"
"amimahsazali",5,"Skin Suitability:all types Absorption:good  So smooth to skin"
"v*****t",5,"A bit late the delivery but overall the product is good"
"i*****g",5,"Absorption:good Skin Suitability:oily  Thank you for the gifts..😊"
"n*****t",5,"amazing help my skin"
"gjh1314",5,"一路走来，从陌生人变成顾客，从顾客变成朋友 感恩缘分这朵花，绽放在你我之间 我以真诚为种，你用信任浇灌 谢谢这些年的一路陪伴，新岁序开 愿我们继续携手，共赴繁花 感恩所有相遇，所得、所失都将转变成新的力量 让我持续热爱所在的行业 并且笃定前行，用心服务，加油！"
"i*****h",5,"Absorption:okay 🫶 Skin Suitability:combination  absorption: okay 🤌 skin suitability: combination ✨"
"seanchew2388_",5,"Absorption:Very good Skin Suitability:All skin type"
"c*****s",5,"Absorption:ok Skin Suitability:ok  good"
"f*****5",5,"Skin Suitability:This is my second jar.. Absorption:act as moisturize Ur skin . calm redness . no irritation so far"
"a*****7",5,"Absorption:the best moisturiser Skin Suitability:good"
"k*****9",5,"Dah banyak kali repeat best alhamdulillah sesuai dengan oily skin"
"syahcantek",5,"Skin Suitability:not trying yet  I hope it's suitable for my skin, this is my first time buying Skintific product.  (Can't take photo, My phone camera broken) 🥰"
"ainulmardiah304",5,"bagus. penghantaran okay je. barang sampai dalam keadaan baik"
"nursyafiqah255",5,"Sangat bagus dan berkesan . maaf gambar tiada kaitan . terima kasih seller , delivery pun cepat . sangat sangat sangat bagusssss"
"gamerlover12",5,"Good product quality and fast delivery ,will reorder again"
"h*****1",5,"Best pakai, sesuai dengan kulit saya. Terima kasih seller."
"qeeznana",5,"Skin Suitability:been using this for more than a year, love it  Great"
"a*****l",5,"Skin Suitability:oily to combination  sorry picture not related but i love the moisturiser"
"n*****a",5,"dah repeat entah berapa kali memang sesuai dengan skin kering"
"s*****i",5,"Absorption:tak melekit Skin Suitability:sangat sesuai"
"gorgeousscarves",5,"Barang sampai dgn selamat . Penghantaran yg cepat 👍🏻"
"d*****3",5,"Skin Suitability:Normal to dry Absorption:Good for dry skin"
"syakirahanizam",5,"Repeat kali kedua,in my opinion i lgi suka this version cause lagi cepat meresap so good❤️❤️Tq seller😍😍"
"edaady97",5,"Kali ke 2 beli..sesuai dgn kulit wajah saya..sgt berpuas hati👍🏻"
"s*****3",5,"Skin Suitability:combination Absorption:good, not sticky"
"y*****e",5,"Jist started to use today not sure about the result yet hopefully it's good"
"kalurambutai22",5,"terbaik. fast delivery. lagi murah dari beli di physical store. thankyou"
"ujieyujie",5,"Best sangat guna pelembap ni...dh macam2 try tp skintifiq jugak paling best. Ta seller"
"puterimaisarah804",5,"best gilaa pakai jerawt dh kurng muncul dn after pakai dia bgi efek glowing sikit mmng best gilaa"
"norhidayuafandi",5,"Amaran berjaga-jaga telah dikeluarkan…  Mulai 29 April hingga 12 Mei, dari jam 10 pagi hingga 3 petang, orang ramai dinasihatkan untuk tidak berada di luar rumah (di bawah cahaya matahari secara langsung) kerana Jabatan Meteorologi telah mengeluarkan amaran bahawa suhu akan meningkat antara 45°C hingga 55°C. Sekiranya sesiapa berasa sesak nafas atau tiba-tiba jatuh sakit, segera dapatkan rawatan doktor. Pastikan pintu dalam rumah dibuka untuk pengudaraan, kurangkan penggunaan telefon bimbit kerana ada kemungkinan ia boleh meletup akibat suhu tinggi. Sila berjaga-jaga dan sebarkan maklumat ini kepada orang lain. Amalkan pengambilan minuman sejuk seperti dadih, susu mentega, jus belimbing atau jus buah-buahan tropika sebanyak mungkin.  Maklumat Amat Penting  Jabatan Pertahanan Awam memberi amaran kepada semua warganegara dan penduduk tentang perkara berikut:  Disebabkan cuaca panas yang melampau dengan suhu dijangka meningkat antara 47°C hingga 55°C serta kehadiran awan kumulus dalam beberapa hari akan datang, berikut adalah amaran dan langkah berjaga-jaga:  Perkara yang perlu dikeluarkan dari dalam kereta:  1. Bahan gas  2. Pemetik api  3. Minuman bergas  4. Minyak wangi dan bateri peralatan elektronik  5. Tingkap kereta perlu dibiarkan sedikit terbuka untuk pengudaraan  6. Elakkan mengisi penuh tangki minyak kereta  7. Isi minyak pada waktu petang  8. Elakkan perjalanan dengan kereta pada waktu pagi  9. Jangan pam tayar secara berlebihan, terutamanya semasa dalam perjalanan  Awas dengan kehadiran kala jengking dan ular yang mungkin keluar dari sarang mereka dan masuk ke taman atau rumah untuk mencari tempat yang sejuk.  Minum air dan cecair secukupnya, jangan letakkan tong gas di bawah cahaya matahari, elakkan penggunaan elektrik berlebihan dan gunakan penyaman udara hanya di kawasan rumah yang digunakan, terutamanya pada waktu tengah hari. Ambil rehat selama 30 minit selepas setiap 2–3 jam bekerja. Dalam suhu 45–47°C, tetapkan suhu penyaman udara pada 24–25°C untuk kesihatan dan kesejahteraan anda. Elakkan daripada terdedah secara langsung kepada cahaya matahari, terutama antara jam 10 pagi hingga 3 petang.  Akhir sekali: Sila sebarkan maklumat ini kerana mungkin ramai yang belum tahu dan ini kali pertama mereka membacanya.  Salam hormat, Jabatan Pertahanan Awam"
"behappy14girl",5,"Just received haven't try yet"
"n*****r",5,"sapa yg kulit kering tlg la pakai"
"7z_m27lqiu",5,"beg semua cukup..blom cuba lg..harap sesuai dgn kulit say"
"its_daa",5,"Skin Suitability:dry skin Absorption:Good  Will give a try first"
"s5hqt4d97c",5,"do you really need to review? it's skintific,they always deliver"
"g*****l",5,"recommended for sensitive skin as well. both me and my husband shared the same moisturiser."
"x*****n",5,"fast delivery，good packaging，nice seller，and also good product"
"nurmaisarahirdina",5,"safely arrived"
"y*****y",5,"gooddd"
"i*****6",5,"Skin Suitability:dry skin combination Absorption:very well"
"z*****a",5,"Recommend"
"n*****r",5,"Barang dah sampai semua okay and akan repeat order next timee"
"syark_ir57",5,"My combination is the most likely part dialogue with a proven line of the staff at all times and I hope that I will have to make this work it will not been possible to change my"
"yaffayip",5,"Received in good condition, will feedback after use"
"suriatilagu",5,"Absorption:goood Skin Suitability:sesuai  Laju sampai kali ni good"
"r*****n",5,"Absorption:ok Skin Suitability:ok  Ok. This is my 6/7 jars."
"norsyafikafif",5,"Absorption:cepat myerap Skin Suitability:all type skin  Sy dh byk kali repeat nk kata sesuai tu boleh laa kot..sbb dh xtaw nk pakai produk ape..semua try mcm xde kesan..kte try n error laa..lgpom yg nie sesuai utk yg tgh ttc or prgnt mom"
"sabinus83",5,"Skin Suitability:Haven't tried yet Absorption:haven't tried yet  Thank you seller for the fast delivery"
"dilaikhwan",5,"Skin Suitability:sangat serasi  Kulit jadi moist n my faveret ..tq seller"
"kasturi1103shop",5,"Absorption:good product Skin Suitability:sesuai skin saya"
"n*****3",5,"Skin Suitability:all type skin Effectiveness:hydrating and moisture.. less oily  Beli murah time sale.. berbaloi."
"r*****a",5,"Absorption:good Skin Suitability:nice  Thank you. Value for money"
"fellanaabdulla",5,"Skin Suitability:acne-prone skin, oily skin damaged skin barrier Absorption:🫠  I still don't know yet if it's fit me or not because it's my first time using this product, so hopefully it work on me cause I'm really tired of using another product cuz it only make it worst🥲"
"t*****n",5,"Produk terbaik. Packaging secured. Postage laju. Puas hati. TQ."
"saadah5551",5,"sangat sesuai dgn kulit muka saya berminyak dan acne"
"budiutomo018",5,"Barang ya sudah sampai, nanti kalau habis mau pesan lagi"
"a*****7",5,"The best moisturiser ever skin meragam pakai yang ni je terus elok"
"yinrui0731",5,"Absorption:Fast Skin Suitability:Oily"
"nadirahromli87",5,"Service👍"
"norablend",5,"Boek👏🏻"
"h*****l",5,"First time buy it… quite good"
